timestamp,x,y,r,g,b,is_green,clicked
2025-06-02 01:47:24,1670,1000,33,33,33,False,False
2025-06-02 01:50:25,1670,1000,24,24,27,False,False
2025-06-02 01:53:25,1670,1000,24,24,27,False,False
2025-06-02 01:56:25,1670,1000,24,24,27,False,False
2025-06-02 01:59:26,1670,1000,0,219,132,True,True
2025-06-02 02:02:26,1670,1000,24,24,27,False,False
2025-06-02 02:05:26,1670,1000,24,24,27,False,False
2025-06-02 02:08:26,1670,1000,24,24,27,False,False
2025-06-02 02:11:27,1670,1000,24,24,27,False,False
2025-06-02 02:14:27,1670,1000,0,219,132,True,True
2025-06-02 02:17:27,1670,1000,24,24,27,False,False
2025-06-02 02:20:28,1670,1000,24,24,27,False,False
2025-06-02 02:23:28,1670,1000,24,24,27,False,False
2025-06-02 02:26:28,1670,1000,24,24,27,False,False
2025-06-02 02:29:29,1670,1000,0,219,132,True,True
